Part_ID,Session,Group,Grade,Age,Months,SPA_Score,ENG_Score,Langs,BESA_Score,Task,Item,Accuracy,Accuracy_Clit_Gen,Accuracy_Clit_Num,Accuracy_DP_Gen,Accuracy_DP_Num,Questions,Initial_Response,Error_Type,Structure,Gender,Number,Verb,Verb_Freq,Verb_Type,Home_Lang_Group,HL_DOM,HL_Gender,HL_Subj,BESA_Std,Speaker_Group,Age_Group,Total_Score,SPA_Pct,Lang_Group,Verb_Freq_Std,Interface,Timing,Months_Std
H14,1,L2L 7th/8th,8,NA,172,2,4,NA,8,Forced Choice,FCT-24,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H14,1,L2L 7th/8th,8,NA,172,2,4,NA,8,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-08,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-12,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H16,1,L2L 7th/8th,8,NA,165,2,5,NA,7,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.05739448061548743,L2L,7th/8th grade,7,0.2857142857142857,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-01,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-04,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-08,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-12,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-20,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H33,1,L2L 7th/8th,8,NA,128,2,4,NA,3,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Hindi, Marathi",Yes,Yes,Yes,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-01,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-08,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-12,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-24,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H36,1,L2L 7th/8th,7,NA,155,2,4,NA,3,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-08,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-12,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H37,1,L2L 7th/8th,8,NA,174,3,3,NA,3,Forced Choice,FCT-27,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,-2.123595782773083,L2L,7th/8th grade,6,0.5,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-04,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-08,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-12,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-16,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-20,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H39,1,L2L 7th/8th,7,NA,159,4,3,NA,8,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,L2 learner,L2,L2,L2,0.6026420464626301,L2L,7th/8th grade,7,0.5714285714285714,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-08,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-12,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H40,1,L2L 7th/8th,7,NA,155,4,4,NA,8,Forced Choice,FCT-27,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Sinhala,Yes,Yes,Yes,0.6026420464626301,L2L,7th/8th grade,8,0.5,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-04,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-08,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-12,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-16,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-20,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-24,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H63,1,L2L 7th/8th,7,13,156,2,4,7,7,Forced Choice,FCT-27,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,"Mandarin, Cantonese, Malay, Romanian",Yes,Yes,Yes,0.05739448061548743,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-01,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-04,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-08,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-12,1,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-16,0,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-20,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-24,1,NA,NA,NA,NA,NA,NA,NA,DOM,Masculine,NA,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
H67,1,L2L 7th/8th,7,13,160,2,4,3,8,Forced Choice,FCT-27,0,NA,NA,NA,NA,NA,NA,NA,DOM,Feminine,Singular,NA,NA,NA,Gujarati,Yes,Yes,No,0.6026420464626301,L2L,7th/8th grade,6,0.3333333333333333,L2L,Placeholder,Yes,Early,NA
